titles,sub_header,h2,content,author,tag,date,link,source
14-årige Stefan vinder Vidunderbørn 2017: Det er som om du er blevet ti år ældre!,"Der var kamp til stregen, da seks dygtige børn dystede i finalen i 'Vidunderbørn' lørdag aften. Men efter seernes stemmer vandt violinsten Stefan.",,,Rasmus Meldgaard Harboe,Klassisk,2017-12-09T20:32:00+00:00,https://www.dr.dk/nyheder/kultur/klassisk/14-aarige-stefan-vinder-vidunderboern-2017-det-er-som-om-du-er-blevet-ti-aar,DR
Politikere vil lande aftale med PLO for at mindske sygefravær på akuttelefon,"PLO og Region Hovedstaden må begrave stridsøksen, mener politikere.  ",PLO er klar til at finde en løsning,"Listen over problemer med Region Hovedstadens Akuttelefon 1813 har det seneste år vokset sig længere og længere. De mange negative problemer er gået direkte udover de ansatte, og det kan ses på deres sygefravær, mener flere politikere i regionen. Socialdemokratiet og De Radikale vil nu have fundet en løsning. - Så længe de Praktiserende Lægers Organisation (PLO) boykotter 1813 og ikke vil lade dem ansætte, og politikere bruger Akuttelefonen som en politisk slagmark, så længe vil sygefraværet stige, mener regionsrådsmedlem Laila Lindén (S). De seneste år har fraværet hos de ansatte hos 1813 været faldende, men den kurve er knækket, og sygefraværet er i år steget fra fem til seks procent, hvilket svarer til tre arbejdsuger. Det er på trods af, at Region Hovedstaden har en målsætning om et sygefravær på 4,5 procent. Karin Friis Bach (R), der er formand for sundhedsudvalget i Region Hovedstaden ønsker nu politisk ro omkring akuttelefonen, hvis sygefraværet ikke skal stige yderligere. - Jeg synes, det er vigtigt, at vi nu får ro om 1813, og at vi finder en løsning sammen med PLO, så de også kan bakke op om ordningen, siger hun. Et af de helt store stridspunkter, som Region Hovedstaden og PLO ikke har kunnet nå til enighed om, er, hvem der skal besvare opkaldene i visitationen. - Vi har igennem hele perioden været meget uenige i, at det var sygeplejersker, der skulle tage telefonen i visitationen, forklarer Karin Zimmer, der er formand for PLO. - Vi mener, det er en kerneopgave for den praktiserende læge at visitere akut syge borgere. Men under regionsrådsvalget 2017 blev der åbnet op for at diskutere problemet igen. - Vi har aftalt politisk, at vi gerne vil genoptage forhandlingerne med PLO og tale om, hvordan vi kan gøre 1813 til en ordning, som de også kan bakke op om, fortæller Karin Friis Bach. Noget som PLO er meget åbne over for. - Vi er helt klar på at mødes med de politikere, som er en del af den tværpolitiske konstitueringsaftale, som er interesseret i kigge på organiseringen af 1813 for at få de praktiserende læger med, siger Karin Zimmer, formand for PLO.",Kamilla Mærsk,København,2017-12-12T15:46:00+00:00,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/politikere-vil-lande-aftale-med-plo-mindske-sygefravaer-paa,DR
Australsk politiker frier til kæreste under debat om homovielser,"En konservativ politiker stillede det store spørgsmål til sin kæreste, der nikkede ja fra tilhørerpladserne.",,"Tim Wilson, en australsk, konservativ politiker, har friet til sin kæreste gennem mange år under en debat i parlamentet om homoseksuelles ret til at blive gift. Australierne stemte for nylig i overvældende grad ja ved en afstemning om homoseksuelles ret til vielser, og en lov er nu på vej gennem parlamentet. De to havde tidligere udvekslet ringe, men de ville alligevel vente med at sige officielt ja til hinanden, til australierne havde stemt ja til homoseksuelle vielser. - Ringene på vores hænder er svar på et spørgsmål, vi hidtil ikke har kunnet stille. Nu er der kun én ting tilbage at gøre: Ryan Patrik Bolger, vil du gifte dig med mig?, spurgte den konservative politiker. Bolger nikkede, og salen klappede. Både premierminister Malcolm Turnbulls koalition og oppositionens suverænt største parti, Labor, anbefalede et ja ved afstemningen. De satser nu på at stemme en lov igennem inden 7. december. Der er dog mulighed for, at det trækker ud. Loven vil gøre Australien til den 26. nation, som legaliserer homoseksuelle vielser. Det er et stort skridt for homoseksuelle i et land, hvor nogle delstater anså homoseksualitet som ulovligt indtil 1997. /ritzau/",,Udland,2017-12-04T07:25:00+00:00,https://www.dr.dk/nyheder/udland/australsk-politiker-frier-til-kaereste-under-debat-om-homovielser,DR
900 civile er undsluppet Mosul,"Den første store gruppe civile irakere har forladt den IS-belejrede by Mosul i det nordlige Irak, siden den irakiske regering igangsatte sin offensiv for at vinde byen tilbage.",FN: Hundredtusindvis vil flygte,"900 civile er sluppet ud af Mosul med livet i behold og har krydset grænsen til Syrien. Det oplyser FN's Flygtningehøjkommissariat, UNHCR, ifølge BBC. De 900 flygtninge opholder sig nu i en flygtningelejr i Syrien. Det er den første store gruppe flygtninge, der lykkes med at forlade byen, siden det irakiske styre i mandags igangsatte den offensiv, der skal vriste Mosul ud af terrorbevægelsens greb. Den irakiske regering har opfordret byens borgere til at forblive indendørs, så længe offensiven står på, da det frygtes, at Islamisk Stat har mineret vejene ind og ud af byen. Ifølge Reuters forhindrer terrorbevægelsen samtidig indbyggerne i at forlade byen. De knap 1.000 flygtninge er kun en brøkdel af de op mod 1,5 millioner civile irakere, der opholder sig i Mosul og de omkringliggende områder. FN var allerede forud for offensiven ude og advare om, at kampene kan udløse en massiv flygtningestrøm fra byen, hvorfra det forventes at op mod 200.000 vil forsøge at undslippe. Det vurderes, at der er cirka 5.000 krigere fra Islamisk Stat tilbage i byen, som har været under terrorbevægelsens kontrol siden juni 2014. Offensiven forventes at kulminere i november eller december, hvor det endelige slag om Mosul skal stå mellem Islamisk Stats tilbageværende krigere og den irakiske hær. I mellemtiden har kurdiske peshmerga-militser til opgave at indtage de omkringliggende landsbyer og oprette checkpoints. Siden offensivens start har peshmergaerne indtaget adskillige landsbyer i området øst for Mosul. Mindst 25.000 soldater deltager i offensiven mod Mosul. Loading preview...",Maya Nissen,Udland,2016-10-19T11:12:00+00:00,https://www.dr.dk/nyheder/udland/900-civile-er-undsluppet-mosul,DR
,,,,,,,https://www.dr.dk/nyheder/tema/eu-kritiserer-polen,DR
Trods optrappet IS-modstand: Irakiske styrker trænger længere ind i Mosul,Islamisk Stat dræbte 16 politifolk og sunnimuslimer ved falske kontrolposter syd for Mosul.,,"Med luftstøtte fra den amerikanskledede internationale koalition rykker irakiske sikkerhedsstyrker stadig længere ind i storbyen Mosul. Regeringsstyrkerne rykkede lørdag ind i bydelene Muharabeen og Ulma. Det skete, efter at styrkerne fredag befriede området Tahrir, siger den irakiske general Sami al-Aridi til nyhedsbureauet AP. Islamisk Stat kæmper mod de fremrykkende soldater med snigskytter, panserværnsraketter og granatkastere. Islamisk Stat dræbte lørdag syv sunnimuslimske klankrigere og fem politimænd i en by syd for Mosul, hvor jihadisterne havde oprettet to falske kontrolposter. Islamisk Stat har optrappet angrebene på sikkerhedsstyrker og på repræsentanter for myndighederne. Under offensiven mod Islamisk Stat ved Mosul er soldater fra de irakiske sikkerhedsstyrker tre gange blevet angrebet af droner med håndgranater. Jihadisterne har også lagt mange lureminer ud i de områder, som de flygter fra i takt med hærens fremrykning. Over 25.000 irakiske landstyrker er sat ind i offensiven. De får støtte fra fly og rådgivere fra USA. Operationerne ventes at tage uger - eller måneder. Unicef har planer om at hjælpe mere end 748.000 mennesker, hvoraf op mod 500.000 er børn. /ritzau/AFP",,Udland,2016-11-19T16:47:00+00:00,https://www.dr.dk/nyheder/udland/trods-optrappet-modstand-irakiske-styrker-traenger-laengere-ind-i-mosul,DR
Sygeplejersker føler sig krænket af anklager i drabssag,"Anklager har udtalt sig ærekrænkende om sygeplejersker, mener formand, som overvejer injuriesag.",,"Sygeplejersker føler sig krænket af en udtalelse, som anklageren kom med forleden i sagen om en kollegas påståede drab på patienter på sygehuset i Nykøbing Falster. Nu overvejer Dansk Sygeplejeråd at stævne anklageren for ærekrænkelse, skriver folketidende.dk fredag. Ordene fra advokaturchef Jeanette W. Andersen faldt forleden i et retsmøde om sagen, hvor en sygeplejerske er sigtet for flere drab. - Det er ikke usædvanligt, at sygeplejersker kan finde på at tage livet af patienter, sagde Jeanette W. Andersen i retten. - Helt ude i hampen Men formanden for Dansk Sygeplejeråd i Region Sjælland er stærkt pikeret. - Det er helt ude i hampen at sige sådan, siger Helle Dirksen til folketidende.dk. - Det er i den grad højst usædvanligt, at en sygeplejerske er sigtet for at slå et andet menneske ihjel, og jeg forstår til fulde, at vores medlemmer føler sig ramt, siger Helle Dirksen. Hun beder nu fagforeningens jurister undersøge, om der er grundlag for at rejse en injuriesag. Trækker ikke udtalelsen tilbage Men anklageren står fast på sit udsagn. - Jeg trækker ikke udtalelsen tilbage, siger Jeanette W. Andersen til avisen. Advokaturchefen oplyste forleden, at hun har læst en større amerikansk undersøgelse om seriemord i sundhedssektoren for bedre at kunne forstå den aktuelle danske sag. Her er sygeplejersken sigtet for at have dræbt fire patienter og for yderligere et drabsforsøg. Hun nægter sig skyldig. Kvinden blev anholdt 1. marts og har siden været varetægtsfængslet. Retten mener, at der er en såkaldt begrundet mistanke mod hende vedrørende tre drab og drabsforsøget. Den undersøgelse, som advokaturchefen har studeret, bærer titlen ""Serial Murder By Healthcare Professionals"" og omtaler en række sager fra hele verden. /ritzau/",,Indland,2015-08-14T15:55:00+00:00,https://www.dr.dk/nyheder/indland/sygeplejersker-foeler-sig-kraenket-af-anklager-i-drabssag,DR
Sygeplejersker dropper injuriesag efter beklagelse,En udtalelse fra anklager om dræbende sygeplejersker har vakt harme. Nu beklager anklagemyndigheden.,Ikke ulovlige Sagen er afsluttet,"Dansk Sygeplejeråd dropper nu en varslet injuriesag mod en sydsjællandsk anklager. Det sker efter myndighedens beklagelse af anklagerens kontroversielle udtalelse om, at ""det ikke er usædvanligt, at sygeplejersker kan finde på at tage livet af patienter."" - Anklagemyndigheden medgiver, at udtalelsen kunne have været formuleret anderledes og har forståelse for, at sygeplejerskerne har opfattet den som krænkende, siger myndighedens kommunikationschef Mikkel Thastum. - Det har med udtalelsen bestemt ikke været anklagemyndighedens intention at krænke sygeplejerskerne eller hænge sygeplejeprofessionen ud, siger han. Det var anklager Jeanette W. Andersen fra Sydsjællands og Lolland-Falsters Politi, der i sidste måned kom med udtalelsen i forbindelse med en meget omtalt sag, hvor en sygeplejerske er sigtet for drab på patienter på Nykøbing Falster Sygehus. Efterfølgende henvendte Dansk Sygeplejeråd sig flere gange til anklagemyndigheden med kravet om, at udtalelsen blev trukket tilbage, men det ønske ville man ikke efterkomme. I et brev til sygeplejerskerne skrev Jeanette W. Andersens chef, Henriette Rosenborg Larsen, at udtalelserne ikke er ulovlige. Hun anførte, at anklageren blot havde henvist til en forskningsartikel, som fortæller om drab udført af sundhedspersonale fra hele verden. Forskningen er publiceret under titlen ""Serial Murder By Healthcare Professionals"". Nu understreger anklagemyndigheden, at der angiveligt ikke de seneste 25 år har været sager i Danmark, hvor en sygeplejerske er sigtet for manddrab. Med beklagelsen betragter Dansk Sygeplejeråd sagen som afsluttet. - Dansk Sygeplejeråd anerkender beklagelsen, og jeg glæder mig over, at vi så hurtigt har fået gendrevet en udtalelse, som var på vej til at så en helt unødvendig utryghed hos vores patienter, siger sygeplejerskernes formand, Grete Christensen. Selvom sagen dermed er afsluttet, inden den for alvor kom i gang, nåede den at få konsekvenser for Jeanette W. Andersen. Således har anklagemyndigheden valgt at lade en anden anklager tage over i sagen mod den 31-årige sygeplejerske, der er sigtet for fire drab og et drabsforsøg i Nykøbing Falster. - Det er en beslutning, der er truffet for at holde fokus på sagen, sagde sagens nye anklager, Michael Boolsen, i sidste uge. /ritzau/",,Indland,2015-09-16T08:23:00+00:00,https://www.dr.dk/nyheder/indland/sygeplejersker-dropper-injuriesag-efter-beklagelse,DR
Talsmand: Ikke intention at brændemærke sygeplejersker,Anklagemyndigheden afventer sagsanlæg fra sygeplejersker. Ville ikke hænge sygeplejersker ud som mordere.,Forstår det godt,"Det har selvfølgelig ikke været anklagemyndighedens intention at brændemærke en hel profession som mordere. Det siger Anklagemyndighedens kommunikationschef, Mikkel Thastum, som kommentar til, at Dansk Sygeplejeråd vil anlægge injuriesag mod en anklager for hendes kontroversielle udtalelser i sagen mod en drabssigtet sygeplejerske i Nykøbing Falster. Sygeplejerådet betragter det som grov mistænkeliggørelse af alle sygeplejersker, at anklager Jeanette W. Andersen, Sydsjællands og Lolland-Falsters Politi, har sagt, at ""det ikke er usædvanligt, at sygeplejersker kan finde på at tage livet af deres patienter"". - Jeg kan godt forstå, at de er blevet tossede over det. Men selvfølgelig har det ikke været anklagemyndighedens intention at hænge en hel profession ud, siger Mikkel Thastum til Ritzau. - Det er klart, at vi ikke har den opfattelse, at sygeplejersker generelt går rundt og slår deres patienter ihjel. Vi beklager, at udtalelsen fra anklageren i den konkrete sag er blevet opfattet på den måde, siger han og fortsætter: - Anklageren har blot villet gøre opmærksom på, at der har været tidligere sager i udlandet og herhjemme, hvor sundhedspersonale har misbrugt den tillid, vi har vist dem som mennesker og som samfund, siger Mikkel Thastum. Anklagemyndigheden hos Sydsjællands og Lolland-Falsters Politi afviste tidligere fredag i et brev til sygeplejerskernes fagforening at trække udtalelsen tilbage, fordi den ifølge anklagemyndigheden ikke er ulovlig. Det fik Dansk Sygeplejeråd til at henvende sig til en advokat med henblik på at indlede en injuriesag. Mikkel Thastum siger, at Anklagemyndigheden nu afventer et sagsanlæg. /ritzau/",,Indland,2015-08-21T18:50:00+00:00,https://www.dr.dk/nyheder/indland/talsmand-ikke-intention-braendemaerke-sygeplejersker,DR
Chefanklager: Udtalelse om sygeplejerskers drab er lovlig,Boomerang: Krænkede sygeplejersker har selv brugt hårdt sprog om drab begået af personer i sundhedssektoren,Henviste til forskning Ville ikke såre sygeplejersker,"En anklager trådte ikke over den strafbare streg, da hun til medierne sagde, at ""det ikke er usædvanligt, at sygeplejersker kan finde på at tage livet af patienter."" Det fastslår anklagerens chef, Henriette Rosenborg Larsen, i et brev til Dansk Sygeplejeråd, som føler sig krænket af udtalelsen. De famøse ord kom fra advokaturchef Jeanette W. Andersen i forbindelse med den meget omtalte sag fra Nykøbing Falster, hvor en sygeplejerske er sigtet for at have dræbt flere patienter. Men udtalelsen er ikke ulovlig, fremgår det af chefanklagerens brev til sygeplejerskerne. Anklageren har blot henvist til en forskningsartikel, som fortæller om drab udført af sundhedspersonale fra hele verden. Forskningen er publiceret under titlen ""Serial Murder By Healthcare Professionals"". Hun har ""ikke ytret sig angående omfanget af dette fænomen i Danmark,"" fastslår chefen i brevet. Og der er ikke tale om strafbare injurier, lyder beskeden. Politiet gør samtidig sygeplejerskerne opmærksom på, at deres eget fagblad har bragt omtale af fænomenet med ""betydeligt mere direkte sprogbrug."" For eksempel lød en overskrift ""Seriemord i sygeplejen,"" og derefter fulgte denne indledning: ""Cand.cur.mord"". ""De hvidklædte dødsengle"" kalder man det sundhedspersonale, som myrder deres patienter..."" Det er Sydsjællands og Lolland-Falsters Politi, som fredag formiddag har besluttet at offentliggøre brevet. I en ledsagende pressemeddelelse står der dog også, at anklageren ikke har villet såre de danske sygeplejersker. - Jeg synes, det er en en ærgerlig sag, og advokaturchef Jeanette Wincentz Andersen har til flere medier udtalt, at hun ikke har ønsket at støde nogen med sin udtalelse, siger chefanklager Henriette Rosenborg i en kommentar. /ritzau/",,Indland,2015-08-21T08:34:00+00:00,https://www.dr.dk/nyheder/indland/chefanklager-udtalelse-om-sygeplejerskers-drab-er-lovlig,DR
Stort arbejdspres fik sygeplejerske til at skifte afdeling,"Det var blandt andet den manglende bemanding blandt læger og sygeplejersker, der fik den 31-årige drabstiltalte sygeplejerske til at skifte afdeling fra medicinsk 130 til akutafdelingen på Nykøbing Falster Sygehus.",,"Den 31-årige kvinde, der er tiltalt i den såkaldte sygeplejerske-sag, tog i dag for anden gang plads i vidnesskranken og svarede på spørgsmål fra forsvarer Jørgen Lange. Her tegnede hun et billede af en presset afdeling på det sygehus, hvor hun har været ansat siden 2009 indtil marts sidste år, hvor hun blev anholdt. Ligesom for en uge siden, da anklager Michael Boolsen forestod afhøringen, nægtede kvinden sig skyldig i alle punkter i anklageskriftet, heriblandt de tre drab og drabsforsøg i årene 2012 og 2015. Forsvaret spurgte til arbejdsmiljøet på de to afdelinger, kvinden har arbejdet på: Medicinsk afdeling 130 og fra oktober 2012 akutafdelingen. Den tiltalte kvinde gav et billede af, at der især på afdeling M130 var meget højt tempo og for mange patienter i forhold til, hvad personalet kunne håndtere. - Vi var underbemandede og nede at runde 13-14 sygeplejersker. De første år var rigtig hårde og patienttallet svingede, og vi havde en del flere, end vi kunne håndtere. Fuld belægning er 24 sengepladser, og så kan man have to gangpladser, en seng på hver gang. - Det var ofte, der stod lidt mere end en seng, sagde den tiltalte og fortalte, at situationen var oppe at vende på ledelsens møder. Den tiltalte blev derudover spurgt til, om der skete mange dødsfald blandt patienterne på afdelingen, hvortil hun svarede: - Jeg ved ikke, om der skete mange. Det er ofte i perioder, så kunne der være nogle, hvor der døde 3-4, men der kunne også være 14 dage, hvor der ikke døde nogen. Til tider kunne man være inde i en periode, hvor man tænkte ""åh nej”.",Louise Brodthagen Jensen,Indland,2016-03-21T17:41:00+00:00,https://www.dr.dk/nyheder/indland/stort-arbejdspres-fik-sygeplejerske-til-skifte-afdeling,DR
"Særlige sygeplejersker skal sørge for, at patienter ikke får blodforgiftning på sygehuse",En ny handleplan skal gøre det mere sikkert for patienter at blive indlagt på de syddanske sygehuse. ,Gode erfaringer fra udlandet Region Syddanmark vil tage førertrøjen,"Det er heldigvis ikke noget, der sker for ret mange. Men der er patienter, der får farlige infektioner, som de kan dø af, mens de er indlagt på sygehuset. Nu er Region Syddanmark klar med en handleplan, der skal reducere antallet af infektioner, patienter får, mens de er indlagt. Et af fokusområderne i planen er at nedbringe antallet af blodforgiftninger. På det punkt har Region Syddanmark nemlig nogle af de værste tal set i forhold til de øvrige regioner. Det skal der gøres noget ved, for blodforgiftninger er meget alvorlige. Det fortæller professor og overlæge i mikrobiologi ved Odense Universitetshospital, Hans Jørn Kolmos, der har været med til at udforme den nye handleplan. - Der er faktisk en 20 procents risiko for, at man dør af det, og det koster en masse ekstra dage på sygehuset, behandlinger og så videre, siger han. Ifølge Hans Jørn Kolmos er det blandt andet katetre i blodårer, der er en af synderne, når det kommer til blodforgiftninger. Man lægger blandt andet et kateter i blodårer hos patienter, der skal have taget hyppige blodprøver eller modtage meget medicin over en længere periode. - Det skaber en motorvej for bakterier direkte ind i blodbanen, siger han. Hans Jørn Kolmos slår fast, at det er nødvendigt at bruge katetre, men det skal bruges med omtanke. Derfor er et af punkterne i handleplanen at ansatte specialuddannede sygeplejersker, der skal have fokus på at passe og pleje katetre på tværs af sygehusenes afdelinger. Det har man gode erfaringer med fra udlandet. - Det vil hjælpe os til at blive skarpere på kun at bruge katetre, når det er nødvendigt, og fjerne dem, så snart det er muligt. Derudover vil det gøre os bedre til omhyggeligt at sørge for, at hygiejnen er i orden omkring kateteret, siger Hans Jørn Kolmos. For selvom medarbejderne på sygehusene har de bedste intentioner, så kan det optimeres, vurderer Hans Jørn Kolmos. - Det er lidt ligesom med håndhygiejne og alt muligt andet, der foregår på et hospital. Når personalet har for travlt og for mange opgaver om ørerne, så får man måske ikke altid givet den helt optimale pleje, siger han. Kristian Nørgaard (V), der er næstformand i Sundhedsudvalget i Region Syddanmark, vil have antallet af infektioner ned. - Det må altid være ambitionen at være i toppen her i landet, så man er sikker på at så få som muligt får en infektion, når de kommer på vores sygehuse, siger han. Hans Jørn Kolmos vurderer, at den nye plan vil bringe Region Syddanmark i førerpositionen i kampen mod sygehusinfektioner i Danmark. I Region Syddanmark er der cirka ni tilfælde af blodforgiftninger for hver 10.000 indlæggelsesdøgn. Målet med handleplanen er at nedbringe antallet af blodforgiftninger, patienter får på hospitalet med 50 procent over de næste tre år. Udover indsatsen mod blodforgiftninger er der blandt andet også fokus på multiresistente bakterier. Der er afsat tre millioner kroner i 2018 til indsatsen mod infektionerne.",Simon Kvist Sandemand,Syd- og Sønderjylland,2018-01-31T08:52:00+00:00,https://www.dr.dk/nyheder/regionale/syd/saerlige-sygeplejersker-skal-soerge-patienter-ikke-faar-blodforgiftning-paa,DR
Sygeplejeråd: Patienter kan i værste fald dø på Holbæk Sygehus,,,,Maja Lærke Maach,,2018-01-27 00:00:00,https://www.dr.dk/nyheder/sygeplejeraad-patienter-kan-i-vaerste-fald-doe-paa-holbaek-sygehus,DR
Sygeplejeråd: Patienter kan i værste fald dø på Holbæk Sygehus,,,,Maja Lærke Maach,,2018-01-27 00:00:00,https://www.dr.dk/nyheder/region-ingen-fare-patienter-paa-holbaek-sygehus?focusId=3463386,DR
Dansk Sygeplejeråd er bekymrede: Betydelig risiko for patienternes sikkerhed på Holbæk Sygehus,"Overbelægning og personalemangel vækker bekymring, fremgår det af en indberetning til Styrelsen for Patientsikkerhed.",,"Der er alt for mange patienter på den medicinske afdeling på Holbæk Sygehus. Sådan lyder bekymringen fra Dansk Sygeplejeråd, der har indsendt en indberetning til Styrelsen for Patientsikkerhed. Ifølge indberetningen har Holbæk Sygehus’ medicinske afdeling plads til 165 sengeliggende patienter, men siden 2016 har medarbejdere på afdelingen alligevel oplevet op mod 20 ekstra patienter dagligt. De mange patienter er blevet placeret på gangene eller overført til andre afdelinger. Den medicinske afdeling, der blandt andet dækker hormon- og lungesygdomme, har samtidig været plaget af personalemangel og et højt sygefravær blandt de ansatte. Dansk Sygeplejeråd vurderer derfor, at udfordringerne på Holbæk Sygehus samlet set udgør en risiko for patienterne, da der ikke er tilstrækkeligt fagligt personale til stede på alle vagter. Det er ikke første gang, at Dansk Sygeplejeråd gør opmærksom på forholdene på Holbæks Sygehus, men alligevel oplever personalet stadig markante problemer. I indberetningen fremgår det blandt andet, at der er risiko for fejlmedicinering, da sundhedspersonalet ofte oplever forstyrrelser og afbrydelser i deres arbejde. Presset på afdelingens medarbejdere gør det også sværere at holde opsyn med patienternes væske- og fødeindtag, og samtidig oplever de, at oplysninger forsvinder mellem personalet, når der eksempelvis sker et vagtskifte. Det har i skrivende stund ikke været muligt at få en kommentar fra Region Sjælland.",Thor Bill,Sjælland,2018-01-26T16:53:00+00:00,https://www.dr.dk/nyheder/regionale/sjaelland/dansk-sygeplejeraad-er-bekymrede-betydelig-risiko-patienternes-sikkerhed,DR
OVERBLIK Her er sagen om de formodede sygehusdrab,En 30-årig sygeplejerske er fængslet for tre drab og et drabsforsøg på patienter i Nykøbing Falster. Få overblik over sagen her.,,"Sådan er sagen om en serie formodede drab på sygehuset i Nykøbing Falster foreløbigt foregået. * 2. marts blev en 30-årig kvinde fremstillet i grundlovsforhør. Sigtelserne lød på tre drab og et drabsforsøg på patienter på Nykøbing Falster Sygehus. * Forbrydelserne skulle ifølge politiet været sket på hendes vagt den 28. februar og 1. marts. * Politiet mener, at kvinden som sygeplejerske har givet patienterne en overdosis af morfin og stesolid. * Kvinden har siden været fængslet, men Retten i Nykøbing Falster og Østre Landsret har kun vurderet, at der er begrundet mistanke mod kvinden omkring to af drabene og drabsforsøget. * Politiet fik nys om sagen, da en læge, som er kæreste med en kollega til kvinden, anmeldte sagen den 1. marts. * Kollegaen havde været på vagt med kvinden, hvor tre patienter var døde, mens en fjerde var blevet genoplivet. Kollegaen mener at have set, at kvinden gav en indsprøjtning til en af patienterne. * 11. august blev det første åbne retsmøde i sagen afholdt. Her blev kvinden sigtet for endnu et drab, som blev begået på en patient på kvindens tidligere afdeling tilbage i 2012. * Retten vurderede, at der er begrundet mistanke om, at kvinden er skyldig i drab også i den sag. * Politiet efterforsker derudover ti episoder, hvor patienter enten er døde eller har været ved at dø, men kvinden er ikke sigtet i disse forhold. * Ofrene i sagen er mænd og kvinder mellem 66 og 86 år. /ritzau/",,Indland,2015-08-11T13:41:00+00:00,https://www.dr.dk/nyheder/indland/overblik-her-er-sagen-om-de-formodede-sygehusdrab,DR
Sygeplejeråd: Patienter kan i værste fald dø på Holbæk Sygehus,,,,Maja Lærke Maach,,2018-01-27 00:00:00,https://www.dr.dk/nyheder/region-ingen-fare-patienter-paa-holbaek-sygehus?focusId=3548834,DR
Politiker er bekymret: Hver fjerde i regionsråd er fra sundhedssektoren ,"Det er naturligt med en overrepræsentation, lyder det fra kommunalforsker - dog advarer han mod en for stor ubalance.",,"Det midtjyske regionsråd er tæt på smertegrænsen for, hvor mange læger, sygeplejersker og andre sundhedsansatte, der kan sidde med om bordet. Det mener konservative Nicolaj Bang, der selv er salgsdirektør. En stor del af de politikere, der skal styre sundhedsvæsenet i Region Midtjylland, kommer nemlig selv fra sundhedsvæsenet. Det drejer sig om 11 regionsrådsmedlemmer ud af de i alt 41 regionsrådsmedlemmer. Heraf er de fleste læger og sygeplejersker. - Hele idéen med at have et demokratisk organ, som regionsrådet er, er at der skal være en repræsentativ sammensætning. Derfor er der en gylden grænse for, hvor mange med sundhedsbaggrund, der kan være, hvis det overhovedet skal give mening at have et regionsråd, siger han. Nicolaj Bang medgiver, at folk inden for systemet nogle gange kan se noget, som andre ikke kan. - Hvis man har arbejdet i sundhedssystemet i 20-30 år, så kan man se de ting, der kan gøres bedre. Men det er ikke sikkert, at man kan tænke de nye visionære tanker: Er der noget, vi grundlæggende skal gøre anderledes? Regionsrådsmedlem Henrik Gottlieb (S), der ikke arbejder i sundhedssektoren, kan se både fordele og ulemper ved de mange sundhedsfolk. - Generelt synes jeg da, at der er så mange, der arbejder i sektoren, der har lyst til at engagere sig politisk. Men det er vigtigt i politiske forhandlinger at huske, at det er en lægmandsinstitution at være politiker. Det er ikke et fagligt forum. Henrik Gottlieb tilføjer, at derfor skal man som politiker sikre, at sygehusenes snak med patienterne sker i øjenhøjde og i et sprog, alle forstår. Venstres regionsrådsmedlem Christian Møller-Nielsen, selv læge og tidligere lægefaglig direktør for fire sygehuse i regionen, mener også, at det er ok med mange sundhedsfolk. - Jeg har selvfølgelig som nyt regionsrådsmedlem bemærket, at sundhedsfaglige personer er overrepræsenteret i regionsrådet. Men jeg ser det ikke umiddelbart som et problem. Men regionsrådsmedlemmer skal altid huske, at de er sat i verden for at få et bedre sundhedsvæsen for borgerne: - De skal ikke agere som tillidsmænd for særlige faggrupper. Det kunne være læger eller sygeplejersker, siger Christian Møller-Nielsen. Med en fjerdedel er vi tæt på den grænse, mener Nicolaj Bang (C). - Hvis vi forestiller os en situation, hvor det kun består af læger og sygeplejersker, så giver det ikke mening at have et regionsråd. Så er vi i en teknokratisk institution, hvor vi lige så kan fjerne det politiske led. Regionens primære opgave er driften af sygehusene, og derfor er det ifølge Roger Buch, kommunalforsker og forskningschef på Danmarks Medie- og Journalisthøjskole, helt naturligt med en overrepræsentation. Men han advarer mod, at der kommer for stor ubalance. - Det er glimrende, at der er nogle, der har en specialviden på området, som kan bidrage til det, når man skal træffe beslutninger. På den anden side er det også vigtigt, at der er en modbalance til de her sektorfolk, som kommer med et helt andet perspektiv – for eksempel et patientperspektiv og ellers bare andre steder i samfundet, siger han. Kommunalforskeren mener, at der er stor kamp om ressourcerne inden for sundhedsvæsnet. Noget, der kom til udtryk ved Psykiatri-listens succes med at få en repræsentant, en læge, i regionsrådet i Region Midtjylland ved det seneste regionsrådsvalg. - Det er helt tydeligt, at de ramte et område, som mange vil sige ikke har fået særlig mange midler i forhold til, at der er et voksende behov for hjælp inden for det psykiatriske område, siger han.",Eigil Andersen,Østjylland,2018-01-25T15:15:00+00:00,https://www.dr.dk/nyheder/regionale/oestjylland/politiker-er-bekymret-hver-fjerde-i-regionsraad-er-fra,DR
